objectid,title,description,date,date is approximate,subject,campus_location,buildingid,latitude,longitude,donor,source,identifier,id number,photo number,building number,rights,rightsstatement,format_original,type,format,cdmid,display_template,filename,object_location,image_small,image_thumb
campus00031,"Hello Walk steps, University of Idaho. Winter scene. [102-14]",1935 photograph of the Hello Walk steps. Snow covers the scene.,1935,,campuses; buildings; snow (precipitation); students; steps; walkways; winter,Hello Walk Steps,hellowalkandsteps,46.726819,-117.008504,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_102-14,19904,14,102,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,189,image,campus00031.jpg,https://objects.lib.uidaho.edu/campus/campus00031.jpg,https://objects.lib.uidaho.edu/campus/small/campus00031_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00031_th.jpg
campus00032,"Hello Walk steps, University of Idaho. [102-15]",1923 photograph of the Hello Walk steps. Administration Building in background.,1923,,campuses; buildings; steps; walkways,Hello Walk Steps,hellowalkandsteps,46.726819,-117.008504,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_102-15,19905,15,102,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,191,image,campus00032.jpg,https://objects.lib.uidaho.edu/campus/campus00032.jpg,https://objects.lib.uidaho.edu/campus/small/campus00032_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00032_th.jpg
campus00033,"Hello Walk steps, University of Idaho. Winter scene. [102-16]",1946 photograph of the Hello Walk steps. Snow covers the scene as three students approach steps.,1946,y,campuses; buildings; students; steps; walkways; snow (precipitation); winter,Hello Walk Steps,hellowalkandsteps,46.726819,-117.008504,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_102-16,19906,16,102,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,192,image,campus00033.jpg,https://objects.lib.uidaho.edu/campus/campus00033.jpg,https://objects.lib.uidaho.edu/campus/small/campus00033_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00033_th.jpg
campus00034,"Hello Walk steps, University of Idaho. [102-17]",1948 photograph of the Hello Walk steps. Students in foreground.,1948,,stairs; students; automobiles; trees,Hello Walk Steps,hellowalkandsteps,46.726819,-117.008504,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_102-17,19907,17,102,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,193,image,campus00034.jpg,https://objects.lib.uidaho.edu/campus/campus00034.jpg,https://objects.lib.uidaho.edu/campus/small/campus00034_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00034_th.jpg
campus00035,"Hello Walk steps, University of Idaho. [102-18]",1948 photograph of the Hello Walk steps.,1948,y,stairs; lampposts; walkways,Hello Walk Steps,hellowalkandsteps,46.726819,-117.008504,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_102-18,19908,18,102,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x5.5 black and white film negative,Image;StillImage,image/jpeg,194,image,campus00035.jpg,https://objects.lib.uidaho.edu/campus/campus00035.jpg,https://objects.lib.uidaho.edu/campus/small/campus00035_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00035_th.jpg
campus00036,"Hello Walk steps, University of Idaho. [102-19]",1948 photograph of the Hello Walk steps. Students in foreground.,1948,y,students; automobiles; stairs; walkways; lampposts,Hello Walk Steps,hellowalkandsteps,46.726819,-117.008504,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_102-19,19909,19,102,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,196,image,campus00036.jpg,https://objects.lib.uidaho.edu/campus/campus00036.jpg,https://objects.lib.uidaho.edu/campus/small/campus00036_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00036_th.jpg
campus00037,"Hello Walk steps, University of Idaho. [102-2]",1942 photograph of the Hello Walk steps. Students on the stops and automobiles in background.,1942,y,campuses; buildings; steps; walkways; students; automobiles,Hello Walk Steps,hellowalkandsteps,46.726819,-117.008504,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_102-02,19892,2,102,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white print,Image;StillImage,image/jpeg,176,image,campus00037.jpg,https://objects.lib.uidaho.edu/campus/campus00037.jpg,https://objects.lib.uidaho.edu/campus/small/campus00037_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00037_th.jpg
campus00038,"Hello Walk steps, University of Idaho. [102-20]",1948 photograph of the Hello Walk steps. Students in foreground.,1948,y,students; stairs; lampposts; walkways,Hello Walk Steps,hellowalkandsteps,46.726819,-117.008504,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_102-20,19910,20,102,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,200,image,campus00038.jpg,https://objects.lib.uidaho.edu/campus/campus00038.jpg,https://objects.lib.uidaho.edu/campus/small/campus00038_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00038_th.jpg
campus00039,"Hello Walk steps, University of Idaho. [102-21]","1948 photograph of the Hello Walk steps. Students in foreground, automobiles in background.",1948,y,students; automobiles; stairs; walkways; lampposts,Hello Walk Steps,hellowalkandsteps,46.726819,-117.008504,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_102-21,19911,21,102,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,197,image,campus00039.jpg,https://objects.lib.uidaho.edu/campus/campus00039.jpg,https://objects.lib.uidaho.edu/campus/small/campus00039_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00039_th.jpg
campus00040,"Hello Walk steps, University of Idaho. [102-3]",1932 photograph of the Hello Walk steps. Students on steps and Administration Building in background.,1932,y,campuses; buildings; steps; walkways; students,Hello Walk Steps,hellowalkandsteps,46.726819,-117.008504,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_102-03,19893,3,102,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,177,image,campus00040.jpg,https://objects.lib.uidaho.edu/campus/campus00040.jpg,https://objects.lib.uidaho.edu/campus/small/campus00040_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00040_th.jpg
